"name","dept","area","count","adjustedcount","year"
Abhinav Gupta 0001,Carnegie Mellon University,eccv,4.0,0.9999999999999999,2012
Abhinav Gupta 0001,Carnegie Mellon University,eccv,2.0,0.6666666666666666,2014
Abhinav Gupta 0001,Carnegie Mellon University,eccv,8.0,2.45,2016
Abhinav Gupta 0001,Carnegie Mellon University,eccv,3.0,1.0833333333333333,2018
Abhinav Gupta 0001,Carnegie Mellon University,iccv,1.0,0.3333333333333333,2007
Abhinav Gupta 0001,Carnegie Mellon University,iccv,1.0,0.3333333333333333,2011
Abhinav Gupta 0001,Carnegie Mellon University,iccv,3.0,1.1666666666666665,2013
Abhinav Gupta 0001,Carnegie Mellon University,iccv,5.0,1.9166666666666665,2015
Abhinav Gupta 0001,Carnegie Mellon University,iccv,7.0,1.9916666666666665,2017
Abhinav Gupta 0001,Carnegie Mellon University,icml,1.0,0.25,2012
Abhinav Gupta 0001,Carnegie Mellon University,icml,1.0,0.25,2017
Abhinav Gupta 0001,Carnegie Mellon University,icml,1.0,0.3333333333333333,2019
Abhinav Gupta 0001,Carnegie Mellon University,icra,1.0,0.5,2016
Abhinav Gupta 0001,Carnegie Mellon University,icra,3.0,0.976190476190476,2017
Abhinav Gupta 0001,Carnegie Mellon University,icra,2.0,0.375,2018
Abhinav Gupta 0001,Carnegie Mellon University,iros,1.0,0.3333333333333333,2017
Abhinav Gupta 0001,Carnegie Mellon University,nips,1.0,0.3333333333333333,2008
Abhinav Gupta 0001,Carnegie Mellon University,nips,1.0,0.25,2010
Abhinav Gupta 0001,Carnegie Mellon University,nips,1.0,0.3333333333333333,2013
Abhinav Gupta 0001,Carnegie Mellon University,nips,3.0,1.0833333333333333,2018
Abhinav Gupta 0001,Carnegie Mellon University,siggraph,1.0,0.2,2012
Abhinav Gupta 0001,Carnegie Mellon University,siggraph-asia,1.0,0.25,2011
Abhinav Shrivastava,University of Maryland - College Park,cvpr,1.0,0.3333333333333333,2014
Abhinav Shrivastava,University of Maryland - College Park,cvpr,1.0,0.3333333333333333,2015
Abhinav Shrivastava,University of Maryland - College Park,cvpr,2.0,0.5833333333333333,2016
Abhinav Shrivastava,University of Maryland - College Park,cvpr,1.0,0.3333333333333333,2017
Abhinav Shrivastava,University of Maryland - College Park,cvpr,1.0,0.16666666666666666,2019
Abhinav Shrivastava,University of Maryland - College Park,eccv,1.0,0.3333333333333333,2012
Abhinav Shrivastava,University of Maryland - College Park,eccv,1.0,0.5,2016
Abhinav Shrivastava,University of Maryland - College Park,eccv,2.0,0.3666666666666667,2018
Abhinav Shrivastava,University of Maryland - College Park,iccv,2.0,0.8333333333333333,2013
Abhinav Shrivastava,University of Maryland - College Park,iccv,1.0,0.25,2017
Abhinav Shrivastava,University of Maryland - College Park,icml,1.0,0.25,2012
Abhinav Shrivastava,University of Maryland - College Park,siggraph-asia,1.0,0.25,2011
Abhiram G. Ranade,IIT Bombay,focs,1.0,1.0,1987
Abhiram G. Ranade,IIT Bombay,focs,1.0,0.3333333333333333,1994
Abhiram G. Ranade,IIT Bombay,isca,1.0,0.5,1992
Abhiram G. Ranade,IIT Bombay,sc,1.0,0.3333333333333333,1991
Abhiram G. Ranade,IIT Bombay,sc,2.0,1.0,1993
Abhiram G. Ranade,IIT Bombay,soda,1.0,0.5,1999
Abhiram G. Ranade,IIT Bombay,soda,1.0,0.5,2000
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.5,2010
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.3333333333333333,2014
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2016
Abhishek Bhattacharjee,Yale University,asplos,2.0,1.5,2017
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.125,2018
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,hpca,1.0,0.25,2014
Abhishek Bhattacharjee,Yale University,isca,1.0,0.5,2009
Abhishek Bhattacharjee,Yale University,isca,1.0,0.25,2017
Abhishek Bhattacharjee,Yale University,isca,3.0,0.6428571428571428,2018
Abhishek Bhattacharjee,Yale University,isca,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,micro,2.0,0.45,2012
Abhishek Bhattacharjee,Yale University,micro,1.0,1.0,2013
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2015
Abhishek Bhattacharjee,Yale University,micro,1.0,1.0,2017
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2018
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.25,2007
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.3333333333333333,2015
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.3333333333333333,2016
Abhishek Chandra,University of Minnesota,osdi,1.0,0.25,2000
Abhishek Chandra,University of Minnesota,sigmetrics,1.0,0.25,2019
Abhishek Chandra,University of Minnesota,usenixatc,1.0,0.5,2001
Abhishek Jain 0002,Johns Hopkins University,ccs,1.0,0.3333333333333333,2014
Abhishek Jain 0002,Johns Hopkins University,ccs,1.0,0.2,2017
Abhishek Jain 0002,Johns Hopkins University,crypto,1.0,0.3333333333333333,2010
Abhishek Jain 0002,Johns Hopkins University,crypto,1.0,0.3333333333333333,2011
Abhishek Jain 0002,Johns Hopkins University,crypto,1.0,0.2,2012
Abhishek Jain 0002,Johns Hopkins University,crypto,3.0,0.7,2013
Abhishek Jain 0002,Johns Hopkins University,crypto,1.0,0.3333333333333333,2014
Abhishek Jain 0002,Johns Hopkins University,crypto,2.0,0.8333333333333333,2015
Abhishek Jain 0002,Johns Hopkins University,crypto,3.0,0.9166666666666666,2017
Abhishek Jain 0002,Johns Hopkins University,crypto,2.0,0.41666666666666663,2018
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,1.0,0.2,2011
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,2.0,0.41666666666666663,2012
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,1.0,0.5,2013
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,1.0,0.1111111111111111,2014
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,2.0,0.6666666666666666,2017
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,1.0,0.3333333333333333,2018
Abhishek Jain 0002,Johns Hopkins University,eurocrypt,2.0,0.5833333333333333,2019
Abhishek Jain 0002,Johns Hopkins University,stoc,1.0,0.5,2010
Abhishek Jain 0002,Johns Hopkins University,stoc,1.0,0.25,2012
Abhishek Jain 0002,Johns Hopkins University,stoc,1.0,0.25,2015
Abhishek Sarkar,IIIT Hyderabad,iros,1.0,0.25,2017
Abhradeep Thakurta,University of California - Santa Cruz,focs,1.0,0.3333333333333333,2014
Abhradeep Thakurta,University of California - Santa Cruz,focs,1.0,0.25,2018
Abhradeep Thakurta,University of California - Santa Cruz,icml,1.0,0.5,2013
Abhradeep Thakurta,University of California - Santa Cruz,icml,1.0,0.5,2014
Abhradeep Thakurta,University of California - Santa Cruz,icml,1.0,0.3333333333333333,2018
Abhradeep Thakurta,University of California - Santa Cruz,kdd,1.0,0.25,2010
Abhradeep Thakurta,University of California - Santa Cruz,nips,1.0,0.5,2013
Abhradeep Thakurta,University of California - Santa Cruz,nips,1.0,0.3333333333333333,2015
Abhradeep Thakurta,University of California - Santa Cruz,nips,1.0,0.25,2017
Abhradeep Thakurta,University of California - Santa Cruz,nips,1.0,0.3333333333333333,2018
Abhradeep Thakurta,University of California - Santa Cruz,oakland,1.0,0.3333333333333333,2017
Abhradeep Thakurta,University of California - Santa Cruz,oakland,1.0,0.16666666666666666,2019
Abhradeep Thakurta,University of California - Santa Cruz,sigmod,1.0,0.2,2012
Abhradeep Thakurta,University of California - Santa Cruz,soda,1.0,0.16666666666666666,2019
Abhradeep Thakurta,University of California - Santa Cruz,stoc,1.0,0.25,2014
Abolfazl Asudeh,University of Illinois at Chicago,icde,1.0,0.3333333333333333,2019
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,1.0,0.25,2016
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,1.0,0.25,2017
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,2.0,0.45,2019
Abolfazl Asudeh,University of Illinois at Chicago,vldb,2.0,0.5833333333333333,2016
Abolfazl Asudeh,University of Illinois at Chicago,vldb,3.0,0.5928571428571429,2018
Abolfazl Asudeh,University of Illinois at Chicago,vldb,1.0,0.25,2019
Abolfazl Razi,Northern Arizona University,icml,1.0,0.2,2014
Abraham Bernstein,University of Zurich,fse,1.0,0.14285714285714285,2009
Abraham Bernstein,University of Zurich,fse,1.0,0.2,2010
Abraham Bernstein,University of Zurich,ijcai,1.0,0.25,2016
Abraham Bernstein,University of Zurich,vldb,1.0,0.3333333333333333,2008
Abraham Bernstein,University of Zurich,www,1.0,0.2,2008
Abraham Bernstein,University of Zurich,www,1.0,0.25,2015
Abraham Bernstein,University of Zurich,www,1.0,0.25,2018
Abraham Bernstein,University of Zurich,www,1.0,0.125,2019
Abraham Silberschatz,Yale University,focs,1.0,0.5,1979
Abraham Silberschatz,Yale University,icde,2.0,0.8333333333333333,1991
Abraham Silberschatz,Yale University,icde,1.0,0.3333333333333333,1997
Abraham Silberschatz,Yale University,icde,1.0,0.3333333333333333,1998
Abraham Silberschatz,Yale University,icde,2.0,0.5333333333333333,1999
Abraham Silberschatz,Yale University,kdd,1.0,0.5,1995
Abraham Silberschatz,Yale University,pods,1.0,0.3333333333333333,1982
Abraham Silberschatz,Yale University,pods,1.0,0.5,1984
Abraham Silberschatz,Yale University,pods,1.0,0.3333333333333333,1987
Abraham Silberschatz,Yale University,pods,1.0,0.3333333333333333,1988
Abraham Silberschatz,Yale University,pods,1.0,0.5,1990
Abraham Silberschatz,Yale University,pods,1.0,0.2,1992
Abraham Silberschatz,Yale University,pods,2.0,0.5333333333333333,1993
Abraham Silberschatz,Yale University,pods,1.0,0.3333333333333333,1995
Abraham Silberschatz,Yale University,pods,1.0,0.3333333333333333,1996
Abraham Silberschatz,Yale University,pods,1.0,0.3333333333333333,1997
Abraham Silberschatz,Yale University,pods,1.0,0.25,1998
Abraham Silberschatz,Yale University,pods,1.0,0.2,2013
Abraham Silberschatz,Yale University,popl,1.0,0.5,1986
Abraham Silberschatz,Yale University,sigcomm,1.0,0.25,2001
Abraham Silberschatz,Yale University,sigcomm,1.0,0.2,2008
Abraham Silberschatz,Yale University,sigmetrics,1.0,0.5,1996
Abraham Silberschatz,Yale University,sigmod,1.0,0.3333333333333333,1981
Abraham Silberschatz,Yale University,sigmod,2.0,1.0,1988
Abraham Silberschatz,Yale University,sigmod,2.0,0.6666666666666666,1990
Abraham Silberschatz,Yale University,sigmod,1.0,0.3333333333333333,1991
Abraham Silberschatz,Yale University,sigmod,1.0,0.2,1992
Abraham Silberschatz,Yale University,sigmod,3.0,1.0,1996
Abraham Silberschatz,Yale University,sigmod,1.0,0.2,1999
Abraham Silberschatz,Yale University,uist,1.0,0.3333333333333333,2012
Abraham Silberschatz,Yale University,usenixatc,1.0,0.25,1998
Abraham Silberschatz,Yale University,usenixatc,2.0,0.4,1999
Abraham Silberschatz,Yale University,usenixatc,1.0,0.25,2000
Abraham Silberschatz,Yale University,vldb,1.0,0.5,1980
Abraham Silberschatz,Yale University,vldb,1.0,0.3333333333333333,1981
Abraham Silberschatz,Yale University,vldb,1.0,0.3333333333333333,1982
Abraham Silberschatz,Yale University,vldb,1.0,0.5,1983
Abraham Silberschatz,Yale University,vldb,1.0,0.5,1985
Abraham Silberschatz,Yale University,vldb,2.0,0.6666666666666666,1990
Abraham Silberschatz,Yale University,vldb,1.0,0.3333333333333333,1992
Abraham Silberschatz,Yale University,vldb,1.0,0.3333333333333333,1993
Abraham Silberschatz,Yale University,vldb,2.0,0.45,1994
Abraham Silberschatz,Yale University,vldb,1.0,0.3333333333333333,1996
Abraham Silberschatz,Yale University,vldb,3.0,0.7,1997
Abraham Silberschatz,Yale University,vldb,1.0,0.3333333333333333,1998
Abraham Silberschatz,Yale University,vldb,1.0,0.2,2009
Abraham Silberschatz,Yale University,vldb,1.0,0.25,2019
Abram Hindle,University of Alberta,fse,1.0,0.2,2011
Abram Hindle,University of Alberta,icse,1.0,0.2,2012
Abram Hindle,University of Alberta,icse,1.0,0.16666666666666666,2016
Abram Hindle,University of Alberta,icse,1.0,0.16666666666666666,2019
Abtin Rahimian,University of Colorado Boulder,sc,1.0,0.08333333333333333,2010
Abtin Rahimian,University of Colorado Boulder,sc,1.0,0.2,2019
Abtin Rahimian,University of Colorado Boulder,siggraph,1.0,0.3333333333333333,2017
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.25,2010
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.25,2011
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.14285714285714285,2012
Abusayeed Saifullah,Wayne State University,rtas,2.0,0.5,2019
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.25,2010
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.25,2011
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.16666666666666666,2014
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.125,2015
Abusayeed Saifullah,Wayne State University,sensys,1.0,0.16666666666666666,2016
Abusayeed Saifullah,Wayne State University,sensys,1.0,0.16666666666666666,2017
Achim Blumensath,Masaryk University,lics,1.0,0.5,2000
Achim Blumensath,Masaryk University,lics,1.0,0.2,2014
Achim Streit,Karlsruhe Institute of Technology (KIT),hpdc,1.0,0.5,2000
Ada Gavrilovska,Georgia Institute of Technology,eurosys,1.0,0.3333333333333333,2016
Ada Gavrilovska,Georgia Institute of Technology,eurosys,1.0,0.25,2019
Ada Gavrilovska,Georgia Institute of Technology,hpca,1.0,0.3333333333333333,2014
Ada Gavrilovska,Georgia Institute of Technology,hpdc,1.0,0.3333333333333333,2001
Ada Gavrilovska,Georgia Institute of Technology,hpdc,1.0,0.25,2018
Ada Gavrilovska,Georgia Institute of Technology,hpdc,1.0,0.2,2019
Ada Gavrilovska,Georgia Institute of Technology,isca,1.0,0.25,2017
Ada Gavrilovska,Georgia Institute of Technology,usenixatc,1.0,0.2,2018
Ada Gavrilovska,Georgia Institute of Technology,vldb,1.0,0.25,2017
Ada Wai-Chee Fu,Chinese University of Hong Kong,icde,1.0,0.5,1999
Ada Wai-Chee Fu,Chinese University of Hong Kong,icde,1.0,0.25,2007
Ada Wai-Chee Fu,Chinese University of Hong Kong,icde,1.0,0.25,2009
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.5,1995
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.3333333333333333,1999
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.1111111111111111,2005
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,2.0,0.41666666666666663,2006
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.25,2007
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.25,2008
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.25,2009
Ada Wai-Chee Fu,Chinese University of Hong Kong,kdd,1.0,0.3333333333333333,2013
Ada Wai-Chee Fu,Chinese University of Hong Kong,pods,1.0,0.5,1989
Ada Wai-Chee Fu,Chinese University of Hong Kong,sigmod,2.0,0.5333333333333333,2010
Ada Wai-Chee Fu,Chinese University of Hong Kong,sigmod,2.0,0.5,2013
Ada Wai-Chee Fu,Chinese University of Hong Kong,sigmod,2.0,0.6666666666666666,2015
Ada Wai-Chee Fu,Chinese University of Hong Kong,sigmod,1.0,0.3333333333333333,2016
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,1.0,0.5,1994
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,1.0,0.25,2005
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,3.0,0.7,2007
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,2.0,0.3666666666666667,2008
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,1.0,0.2,2009
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,1.0,0.25,2013
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,1.0,0.25,2014
Ada Wai-Chee Fu,Chinese University of Hong Kong,vldb,1.0,0.25,2017
Adalberto L. Simeone,KU Leuven,chiconf,1.0,0.3333333333333333,2015
Adalberto L. Simeone,KU Leuven,vr,1.0,0.3333333333333333,2017
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.25,1995
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.2,2005
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.5,2010
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.2,2016
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.25,1991
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.5,1994
Adam A. Porter,University of Maryland - College Park,icse,3.0,0.7333333333333334,1997
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.2,1998
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.3333333333333333,2000
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.5,2002
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.16666666666666666,2004
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.14285714285714285,2005
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.2,2010
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.3333333333333333,2012
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.3333333333333333,2004
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.25,2008
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.3333333333333333,2009
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.25,2011
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.14285714285714285,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.25,2016
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,2.0,0.225,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.16666666666666666,2019
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,imc,1.0,0.2,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.16666666666666666,2012
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.2,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,2.0,0.45,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.14285714285714285,2019
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,oakland,1.0,0.16666666666666666,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,usenixsec,3.0,0.65,2015
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,usenixsec,1.0,0.2,2016
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,usenixsec,2.0,0.47619047619047616,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,www,1.0,0.125,2017